gender,languages_selected,education_level,major_field_of_study,cgpa,current_year,current_semester,experties_major_gpa,experties_suggest_career,student_programming_learned,student_databases_tools,student_cloud_platforms_infra_tools,mind_stress_management,learning_style,student_expectation,preferred_work_environment,work_life_balance,internship_experience,real_world_projects_completed,certifications
female,tamil,bachelor's degree,cyber security,3.82,2,2,3.99,cyber security analyst,"python, sql",oracle,kubernetes,low,kinesthetic,data scientist,remote,poor,yes,3,azure
female,tamil,bachelor's degree,computer science,3.3,1,1,2.5,data analyst,"python, sql",mongodb,aws,low,auditory,devops engineer,remote,average,no,5,azure
female,"tamil, english",bachelor's degree,computer science,2.94,4,2,2.63,devops engineer,"c#, .net",sql server,docker,moderate,kinesthetic,systems analyst,onsite,poor,no,7,aws
male,"english, sinhala, tamil",bachelor's degree,software engineering,3.58,2,2,2.92,data analyst,"java, c++",sql server,azure,excellent,auditory,security engineer,remote,poor,no,3,azure
male,tamil,bachelor's degree,computer science,2.41,2,2,3.97,devops engineer,"javascript, php",sql server,gcp,moderate,kinesthetic,software engineer,remote,excellent,yes,1,cisco
male,"english, sinhala",bachelor's degree,computer science,2.35,4,1,2.36,systems analyst,"python, java",mongodb,aws,excellent,kinesthetic,data scientist,remote,excellent,no,5,azure
female,"english, sinhala, tamil",bachelor's degree,computer science,3.94,1,1,3.14,software engineer,"c#, .net",oracle,kubernetes,excellent,kinesthetic,systems analyst,remote,average,yes,5,aws
male,"english, sinhala, tamil",bachelor's degree,cyber security,2.76,2,1,2.65,cyber security analyst,"python, sql",sql server,aws,moderate,kinesthetic,qa engineer,onsite,average,yes,3,cisco
male,tamil,bachelor's degree,software engineering,3.87,3,1,2.61,cloud engineer,"c#, .net",mysql,kubernetes,moderate,kinesthetic,security engineer,onsite,excellent,no,2,cisco
female,english,bachelor's degree,information technology,2.3,1,2,2.71,ml engineer,"c#, .net",sql server,kubernetes,moderate,auditory,devops engineer,hybrid,poor,yes,8,aws
male,"english, sinhala",bachelor's degree,data science,3.67,2,2,3.75,software engineer,"python, r",oracle,kubernetes,low,auditory,devops engineer,hybrid,average,yes,7,none
female,"tamil, english",bachelor's degree,software engineering,3.86,2,2,2.27,devops engineer,"java, c++",mongodb,kubernetes,low,kinesthetic,qa engineer,hybrid,excellent,no,11,google
male,"sinhala, tamil",bachelor's degree,data science,2.85,4,1,3.75,devops engineer,"python, r",oracle,aws,excellent,auditory,security engineer,onsite,average,no,11,aws
female,"sinhala, tamil",bachelor's degree,computer science,3.35,3,1,3.68,ml engineer,"javascript, php",oracle,azure,excellent,auditory,security engineer,hybrid,average,yes,2,azure
female,tamil,bachelor's degree,information technology,3.32,1,1,2.94,data analyst,"java, c++",mysql,kubernetes,excellent,kinesthetic,security engineer,onsite,poor,yes,7,google
female,sinhala,bachelor's degree,information technology,3.31,3,2,3.95,network engineer,"python, sql",oracle,docker,low,kinesthetic,data scientist,onsite,excellent,no,9,cisco
female,"tamil, english",bachelor's degree,software engineering,2.34,2,2,3.52,ml engineer,"python, r",oracle,docker,excellent,kinesthetic,devops engineer,hybrid,average,no,12,azure
female,"english, sinhala, tamil",bachelor's degree,cyber security,3.92,1,1,3.92,network engineer,"python, sql",sql server,kubernetes,moderate,visual,devops engineer,hybrid,average,yes,2,aws
male,"english, sinhala",bachelor's degree,cyber security,2.44,3,1,3.29,qa engineer,"python, sql",oracle,docker,excellent,visual,data scientist,remote,average,no,5,google
male,english,bachelor's degree,data science,3.43,4,1,2.8,cyber security analyst,"python, r",postgresql,docker,moderate,visual,devops engineer,hybrid,poor,yes,9,azure
female,"english, sinhala",bachelor's degree,information technology,3.26,3,2,3.39,cyber security analyst,"c#, .net",postgresql,azure,moderate,visual,qa engineer,remote,average,yes,12,google
male,english,bachelor's degree,information technology,3.76,4,1,3.08,data analyst,"python, java",postgresql,azure,low,auditory,data scientist,hybrid,average,yes,7,google
female,english,bachelor's degree,cyber security,3.55,3,1,3.65,software engineer,"java, c++",oracle,azure,low,auditory,devops engineer,onsite,excellent,no,6,google
female,"sinhala, tamil",bachelor's degree,computer science,3.3,2,2,3.46,cyber security analyst,"java, c++",sql server,docker,excellent,kinesthetic,qa engineer,remote,excellent,no,10,google
male,"tamil, english",bachelor's degree,computer science,3.56,1,1,2.3,devops engineer,"python, r",sql server,docker,moderate,auditory,qa engineer,hybrid,average,yes,5,google
female,tamil,bachelor's degree,software engineering,3.43,4,2,3.49,ai engineer,"python, r",postgresql,docker,low,visual,data scientist,hybrid,average,no,0,azure
female,sinhala,bachelor's degree,computer science,3.91,1,2,2.47,data analyst,"c#, .net",mongodb,gcp,moderate,auditory,devops engineer,hybrid,average,no,12,cisco
female,english,bachelor's degree,information technology,2.8,1,1,3.13,network engineer,"c#, .net",sql server,docker,moderate,kinesthetic,systems analyst,hybrid,average,yes,0,azure
male,"english, sinhala",bachelor's degree,computer science,2.28,2,2,2.79,software engineer,"python, sql",sql server,aws,low,kinesthetic,qa engineer,onsite,poor,yes,5,cisco
male,tamil,bachelor's degree,information technology,3.41,4,2,3.34,cyber security analyst,"javascript, php",sql server,azure,moderate,kinesthetic,data scientist,hybrid,excellent,no,7,none
female,"english, sinhala, tamil",bachelor's degree,data science,2.7,4,1,2.44,qa engineer,"javascript, php",sql server,gcp,moderate,auditory,software engineer,hybrid,average,yes,2,none
female,"english, sinhala",bachelor's degree,cyber security,3.56,2,1,2.65,systems analyst,"c#, .net",mysql,docker,moderate,visual,qa engineer,hybrid,excellent,no,1,cisco
male,english,bachelor's degree,software engineering,3.74,2,2,2.38,systems analyst,"python, r",sql server,kubernetes,excellent,visual,data scientist,hybrid,average,yes,3,azure
female,english,bachelor's degree,information technology,2.66,2,2,3.43,software engineer,"javascript, php",mongodb,gcp,moderate,visual,software engineer,remote,excellent,no,1,cisco
female,tamil,bachelor's degree,information technology,3.28,2,2,3.51,qa engineer,"python, sql",mysql,gcp,low,kinesthetic,qa engineer,hybrid,average,no,0,google
female,"tamil, english",bachelor's degree,software engineering,2.69,4,2,2.34,data analyst,"python, r",mysql,docker,moderate,auditory,data scientist,remote,average,no,1,none
female,sinhala,bachelor's degree,computer science,2.75,1,2,2.84,cyber security analyst,"python, java",oracle,gcp,moderate,kinesthetic,devops engineer,hybrid,excellent,no,0,cisco
female,"english, sinhala, tamil",bachelor's degree,computer science,3.72,2,2,2.24,software engineer,"python, sql",sql server,aws,moderate,auditory,software engineer,remote,poor,yes,5,azure
male,"sinhala, tamil",bachelor's degree,computer science,2.82,4,2,3.96,ml engineer,"javascript, php",sql server,gcp,excellent,visual,software engineer,onsite,poor,yes,6,none
male,english,bachelor's degree,computer science,3.08,4,1,3.05,software engineer,"python, sql",mongodb,gcp,low,auditory,software engineer,onsite,poor,no,12,google
male,"english, sinhala",bachelor's degree,data science,2.53,4,2,2.82,software engineer,"c#, .net",oracle,azure,excellent,kinesthetic,security engineer,remote,average,no,11,google
female,"english, sinhala, tamil",bachelor's degree,computer science,3.07,1,2,2.59,network engineer,"python, sql",sql server,gcp,low,auditory,systems analyst,hybrid,average,no,3,none
male,"english, sinhala, tamil",bachelor's degree,cyber security,3.51,3,1,3.35,software engineer,"c#, .net",mysql,gcp,low,kinesthetic,devops engineer,hybrid,poor,yes,1,none
female,sinhala,bachelor's degree,information technology,3.36,1,1,2.51,software engineer,"python, sql",mysql,docker,excellent,kinesthetic,qa engineer,hybrid,excellent,yes,9,none
male,english,bachelor's degree,software engineering,2.71,2,1,3.76,software engineer,"javascript, php",mysql,docker,low,auditory,systems analyst,remote,excellent,yes,3,google
female,sinhala,bachelor's degree,computer science,3.42,1,1,2.85,cloud engineer,"javascript, php",mongodb,kubernetes,low,kinesthetic,data scientist,remote,average,no,8,google
female,"english, sinhala, tamil",bachelor's degree,data science,2.54,3,1,3.55,network engineer,"python, sql",postgresql,docker,moderate,kinesthetic,data scientist,onsite,average,no,3,google
female,tamil,bachelor's degree,information technology,3.1,1,1,2.94,cyber security analyst,"python, java",mongodb,aws,excellent,auditory,devops engineer,remote,excellent,yes,6,google
male,english,bachelor's degree,software engineering,3.66,3,2,3.7,cloud engineer,"c#, .net",sql server,gcp,moderate,auditory,qa engineer,hybrid,excellent,no,5,azure
female,sinhala,bachelor's degree,software engineering,3.27,2,1,3.67,network engineer,"javascript, php",postgresql,gcp,low,auditory,software engineer,remote,poor,no,11,none
female,"english, sinhala, tamil",bachelor's degree,computer science,3.72,4,1,3.3,cloud engineer,"java, c++",sql server,gcp,excellent,kinesthetic,systems analyst,onsite,excellent,yes,2,aws
male,"english, sinhala",bachelor's degree,software engineering,3.5,1,2,3.09,data analyst,"javascript, php",postgresql,kubernetes,low,kinesthetic,qa engineer,onsite,poor,yes,5,azure
male,tamil,bachelor's degree,cyber security,2.24,2,1,2.26,ai engineer,"c#, .net",mysql,aws,excellent,visual,software engineer,onsite,average,yes,3,aws
female,"sinhala, tamil",bachelor's degree,data science,3.96,3,2,2.81,data analyst,"python, r",postgresql,docker,moderate,kinesthetic,devops engineer,remote,average,yes,11,google
female,"tamil, english",bachelor's degree,software engineering,3.27,2,1,3.46,ml engineer,"python, java",postgresql,azure,excellent,visual,software engineer,onsite,excellent,yes,1,cisco
female,"tamil, english",bachelor's degree,computer science,3.19,2,1,2.48,network engineer,"java, c++",postgresql,aws,moderate,kinesthetic,security engineer,hybrid,excellent,no,2,cisco
male,sinhala,bachelor's degree,data science,2.86,3,2,2.36,devops engineer,"java, c++",postgresql,aws,moderate,visual,software engineer,remote,excellent,yes,2,none
male,"sinhala, tamil",bachelor's degree,data science,3.25,4,2,2.92,software engineer,"python, sql",postgresql,kubernetes,low,auditory,qa engineer,remote,poor,no,8,aws
male,"tamil, english",bachelor's degree,data science,2.84,4,2,2.29,cyber security analyst,"python, r",mysql,azure,moderate,auditory,software engineer,onsite,poor,no,7,azure
male,"english, sinhala",bachelor's degree,software engineering,2.59,1,2,2.37,data analyst,"javascript, php",mysql,aws,moderate,visual,security engineer,hybrid,poor,yes,1,azure
female,"sinhala, tamil",bachelor's degree,cyber security,3.32,2,2,2.35,software engineer,"python, java",mongodb,gcp,excellent,auditory,qa engineer,remote,excellent,yes,7,azure
female,"english, sinhala, tamil",bachelor's degree,cyber security,2.78,1,1,3.06,cloud engineer,"python, r",oracle,aws,excellent,visual,software engineer,remote,poor,no,6,cisco
male,english,bachelor's degree,computer science,3.16,3,1,2.64,software engineer,"java, c++",postgresql,azure,moderate,kinesthetic,qa engineer,remote,poor,yes,6,azure
male,"sinhala, tamil",bachelor's degree,data science,2.81,2,2,2.33,cloud engineer,"java, c++",postgresql,docker,low,auditory,data scientist,remote,average,yes,11,aws
male,tamil,bachelor's degree,software engineering,2.9,1,2,3.01,data analyst,"javascript, php",mongodb,aws,low,auditory,qa engineer,hybrid,average,no,5,azure
female,english,bachelor's degree,data science,2.85,3,2,2.73,software engineer,"c#, .net",sql server,gcp,low,visual,software engineer,hybrid,excellent,no,11,azure
male,tamil,bachelor's degree,computer science,3.17,4,1,2.34,qa engineer,"c#, .net",sql server,azure,moderate,visual,security engineer,onsite,excellent,yes,11,aws
female,english,bachelor's degree,information technology,2.42,3,2,3.48,software engineer,"python, r",postgresql,docker,excellent,kinesthetic,systems analyst,onsite,average,no,7,cisco
female,"english, sinhala, tamil",bachelor's degree,data science,2.93,2,2,2.23,cyber security analyst,"java, c++",mongodb,kubernetes,low,visual,systems analyst,hybrid,excellent,no,7,azure
female,"tamil, english",bachelor's degree,software engineering,3.34,2,1,3.28,cyber security analyst,"python, r",oracle,docker,low,visual,security engineer,onsite,average,yes,9,aws
male,"english, sinhala, tamil",bachelor's degree,cyber security,3.82,3,1,2.96,data analyst,"python, sql",sql server,azure,moderate,visual,software engineer,remote,poor,no,9,cisco
male,"sinhala, tamil",bachelor's degree,software engineering,2.25,2,2,2.6,data analyst,"c#, .net",mysql,aws,excellent,visual,devops engineer,remote,poor,yes,10,cisco
male,"english, sinhala, tamil",bachelor's degree,data science,2.7,4,1,3.36,ml engineer,"c#, .net",postgresql,azure,low,auditory,qa engineer,hybrid,excellent,no,6,aws
female,tamil,bachelor's degree,data science,2.84,2,2,3.19,devops engineer,"python, r",mongodb,aws,moderate,visual,software engineer,onsite,average,yes,12,cisco
female,"sinhala, tamil",bachelor's degree,software engineering,3.68,4,2,2.96,data analyst,"javascript, php",sql server,aws,moderate,auditory,qa engineer,hybrid,poor,no,1,azure
female,tamil,bachelor's degree,cyber security,2.66,3,1,3.38,ml engineer,"python, java",oracle,azure,excellent,auditory,devops engineer,onsite,poor,yes,6,google
female,"english, sinhala, tamil",bachelor's degree,information technology,3.3,2,1,2.87,ai engineer,"java, c++",postgresql,aws,moderate,visual,software engineer,remote,excellent,yes,9,google
male,"tamil, english",bachelor's degree,software engineering,3.56,2,2,3.26,qa engineer,"java, c++",mysql,aws,moderate,visual,data scientist,hybrid,average,yes,4,cisco
male,"english, sinhala",bachelor's degree,computer science,2.29,3,2,3.17,data analyst,"python, java",oracle,kubernetes,moderate,auditory,security engineer,onsite,average,no,3,azure
male,"english, sinhala, tamil",bachelor's degree,computer science,3.4,2,2,2.51,software engineer,"c#, .net",mongodb,docker,excellent,auditory,data scientist,remote,poor,no,5,azure
male,"english, sinhala",bachelor's degree,software engineering,2.87,4,1,2.87,software engineer,"python, r",mongodb,azure,excellent,visual,devops engineer,remote,excellent,no,10,aws
male,tamil,bachelor's degree,information technology,2.33,3,2,2.53,cyber security analyst,"java, c++",oracle,gcp,low,visual,software engineer,hybrid,poor,no,12,azure
male,sinhala,bachelor's degree,computer science,3.36,3,2,2.96,ml engineer,"javascript, php",postgresql,docker,excellent,auditory,security engineer,onsite,poor,yes,5,azure
male,"english, sinhala",bachelor's degree,computer science,3.97,1,2,2.72,cloud engineer,"java, c++",sql server,aws,moderate,auditory,software engineer,onsite,average,yes,11,google
male,"english, sinhala, tamil",bachelor's degree,information technology,3.27,2,2,2.22,cloud engineer,"javascript, php",mysql,aws,low,kinesthetic,data scientist,onsite,average,yes,6,azure
male,"english, sinhala, tamil",bachelor's degree,computer science,2.38,1,2,2.92,ml engineer,"c#, .net",postgresql,aws,low,auditory,security engineer,hybrid,average,yes,10,azure
male,tamil,bachelor's degree,computer science,2.97,2,1,2.24,data analyst,"c#, .net",mongodb,azure,excellent,auditory,systems analyst,hybrid,excellent,no,7,azure
male,english,bachelor's degree,information technology,3.34,4,2,2.28,software engineer,"c#, .net",mysql,kubernetes,excellent,visual,data scientist,onsite,poor,no,4,aws
male,english,bachelor's degree,information technology,2.85,2,1,3.68,network engineer,"python, sql",postgresql,docker,low,kinesthetic,qa engineer,onsite,poor,yes,8,aws
